"geonameid","name","asciiname","alternatenames","latitude","longitude","feature_class","feature_code","country_code","cc2","admin1_code","admin2_code","admin3_code","admin4_code","population","elevation","dem","timezone","modification_date"
5369690,"Magalia","Magalia","Butte Mills,Dog Town,Dogtown,Magalia,Mill City,Mountain View",39.8121,-121.578,"P","PPL","US","","CA","007","","",11310,711,707,"America/Los_Angeles","2011-05-14"
5369716,"Magnetic Spring (historical)","Magnetic Spring (historical)","",37.0705,-121.986,"P","PPLQ","US","","CA","087","","",0,282,301,"America/Los_Angeles","2011-12-12"
5369719,"Magnolia","Magnolia","",36.0227,-118.995,"P","PPL","US","","CA",107,"","",0,157,160,"America/Los_Angeles","2006-01-15"
5369721,"Magnolia Avenue","Magnolia Avenue","",33.9572,-117.418,"P","PPLX","US","","CA","065","","",0,240,243,"America/Los_Angeles","2018-04-18"
5369725,"Magnet (historical)","Magnet (historical)","",37.1522,-119.662,"P","PPLQ","US","","CA","039","","",0,428,429,"America/Los_Angeles","2011-12-12"
5369742,"Magnolia Park","Magnolia Park","",34.1678,-118.347,"P","PPLX","US","","CA","037","","",0,178,182,"America/Los_Angeles","2018-04-18"
5369762,"Magunden","Magunden","",35.365,-118.935,"P","PPL","US","","CA","029","","",0,134,134,"America/Los_Angeles","2006-01-15"
5369766,"Magra","Magra","",39.1491,-120.897,"P","PPL","US","","CA","061","","",0,880,889,"America/Los_Angeles","2006-01-15"
5369777,"Mahoney Trailer Park","Mahoney Trailer Park","",33.7917,-116.487,"P","PPLX","US","","CA","065","","",0,102,101,"America/Los_Angeles","2007-02-14"
5369778,"Mahou Riviera","Mahou Riviera","",34.0133,-118.806,"P","PPLX","US","","CA","037","","",0,74,73,"America/Los_Angeles","2018-04-18"
5369790,"Mailliard (historical)","Mailliard (historical)","",38.0066,-122.634,"P","PPLQ","US","","CA","041","","",0,133,136,"America/Los_Angeles","2011-12-12"
5369860,"Maine Prairie","Maine Prairie","",38.308,-121.759,"P","PPL","US","","CA","095","","",0,2,0,"America/Los_Angeles","2006-01-15"
5369875,"Majors","Majors","Enright,Majors",36.9824,-122.143,"P","PPL","US","","CA","087","","",0,40,37,"America/Los_Angeles","2010-09-05"
